episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
bleach_hard_00_03_chaitanya_black10_2,0,0.2559764198904818,0.2559764198904818,0.8527967921163903,0.8527967921163903,0.030586384042847744,0.030586384042847744,0.05334335086401202,0.05334335086401202,0.0,0.0,MODE_1_ACCEPT,0.2559764198904818,0.255976419890481,0.2559764198904818,0.255976419890481,0.2559764198904818,0.2559764198904818
bleach_hard_00_03_chaitanya_black10_2,1,0.23679142529485048,0.23679142529485048,1.028455154331749,1.028455154331749,0.03688654156774066,0.03688654156774066,0.05334335086401202,0.05334335086401202,0.0,0.0,MODE_1_ACCEPT,0.23679142529485048,0.2367914252948492,0.23679142529485048,0.23679142529484642,0.23679142529485048,0.23679142529485048
bleach_hard_00_03_chaitanya_black10_2,4,0.26583630758617277,0.25347262728211895,1.274444213967952,1.2182483660333532,0.045709177766570325,0.0436936591782845,0.26579778688241096,0.25,-0.012363680304053826,-0.05619584793459875,MODE_3_UNCERTAIN_FUSION,0.26583630758617277,0.2553951283271546,0.26583630758617277,0.2658363140617929,0.26570356094630665,0.25347262728211895
bleach_hard_00_03_chaitanya_black10_2,5,0.3004351183637704,0.293889786482563,1.2952963355030676,1.350742839630908,0.0464570593290682,0.04844570197496598,0.375,0.75,-0.006545331881207428,0.05544650412784047,MODE_3_UNCERTAIN_FUSION,0.3004351183637704,0.29066926431784007,0.3004351183637704,0.3004351318601764,0.3004351183637704,0.3004351183637704
bleach_hard_00_03_chaitanya_black10_2,6,0.30145083550733776,0.33178593083828045,1.2859672325590585,1.4218167927148797,0.04612246200405648,0.05099483823411481,0.3444914870882472,0.75,0.030335095330942696,0.13584956015582117,MODE_3_UNCERTAIN_FUSION,0.30145083550733776,0.3094483898852966,0.30145083550733776,0.3014508561714477,0.30145083550733776,0.30145083550733776
bleach_hard_00_03_chaitanya_black10_2,7,0.29776568574485124,0.3039318250895683,1.2816839425988484,1.4816517729155785,0.04596883765544146,0.053140877830573544,0.3152397824799088,0.75,0.006166139344717048,0.19996783031673004,MODE_3_UNCERTAIN_FUSION,0.29776568574485124,0.3104928545617051,0.29776568574485124,0.29776573362190223,0.29776568574485124,0.29776568574485124
bleach_hard_00_03_chaitanya_black10_2,8,0.2891038699510026,0.3053879384422533,1.2860607272463782,1.2439176681861004,0.04612581528169397,0.04461431359562507,0.34512998669983774,0.25,0.01628406849125069,-0.04214305906027782,MODE_3_UNCERTAIN_FUSION,0.2891038699510026,0.30348386000155686,0.2891038699510026,0.2891039302822537,0.28912183170489975,0.2891038699510026
bleach_hard_00_03_chaitanya_black10_2,9,0.29135086382039127,0.28304431300448923,1.3282690316643266,1.386532510362551,0.04763965705579459,0.04972933322673046,0.375,0.75,-0.008306550815902036,0.05826347869822435,MODE_3_UNCERTAIN_FUSION,0.29135086382039127,0.2944863741098902,0.29135086382039127,0.2913509266550487,0.29135086382039127,0.2830541671092132
bleach_hard_00_03_chaitanya_black10_2,10,0.3093520234753656,0.29457602977253766,1.393532861166198,1.3675289898646643,0.049980407597664284,0.04904775353331721,0.75,0.75,-0.01477599370282795,-0.026003871301533588,MODE_3_UNCERTAIN_FUSION,0.3093520234753656,0.2951177625760803,0.3093520234753656,0.3093520473501372,0.30934102015731874,0.2794701691533356
bleach_hard_00_03_chaitanya_black10_2,11,0.2834785969736609,0.33090103886359373,1.312225794955434,1.5849761283332107,0.047064250811534786,0.05684670604779797,0.375,0.8484848484848485,0.04742244188993283,0.27275033337777677,MODE_3_UNCERTAIN_FUSION,0.2834785969736609,0.2896946531249949,0.2834785969736609,0.28347863357130765,0.2834785969736609,0.278809095921355
bleach_hard_00_03_chaitanya_black10_2,12,0.28821979021219724,0.27290793490235193,1.1801254905823102,1.0578920527212368,0.04232634527637654,0.037942324478153246,0.25,0.05334335086401202,-0.015311855309845301,-0.12223343786107344,MODE_2_UNCERTAINTY_FUSION,0.28821979021219724,0.28591213090413414,0.28821979021219724,0.2882198594302921,0.2789766174281783,0.28085797363964476
bleach_hard_00_03_chaitanya_black10_2,13,0.28696754332010593,0.27648901352544175,1.1481699726540286,1.0553329778431075,0.04118022963349648,0.03785054077570449,0.14285714285714285,0.05334335086401202,-0.010478529794664182,-0.09283699481092111,MODE_1_ACCEPT,0.28696754332010593,0.28370209942173236,0.28696754332010593,0.28696764877081027,0.28696754332010593,0.2851016665442483
bleach_hard_00_03_chaitanya_black10_2,14,0.2963311635098509,0.30554224768587024,1.310328005492443,1.3233746397757518,0.04699618475185432,0.04746411494383539,0.375,0.375,0.009211084176019346,0.013046634283308656,MODE_3_UNCERTAIN_FUSION,0.2963311635098509,0.28952937924207744,0.2963311635098509,0.2963312833071772,0.2963311635098509,0.2909605268660446
bleach_hard_00_03_chaitanya_black10_2,15,0.27310735632957606,0.3091010608104542,1.2679302677990965,1.3439805532862548,0.04547554876960776,0.04820316601674319,0.25,0.375,0.03599370448087813,0.07605028548715831,MODE_3_UNCERTAIN_FUSION,0.27310735632957606,0.2838643767937996,0.27310735632957606,0.2731074222682795,0.27310735632957606,0.27310735632957606
bleach_hard_00_03_chaitanya_black10_2,16,0.27998869339863225,0.2513403101420544,1.1242326476623654,1.14408659542521,0.040321694256813756,0.0410337753488802,0.05334335086401202,0.14280154098546022,-0.02864838325657787,0.019853947762844548,MODE_1_ACCEPT,0.27998869339863225,0.27847247782655765,0.27998869339863225,0.2799887350745917,0.27998869339863225,0.27998869339863225
bleach_hard_00_03_chaitanya_black10_2,17,0.27316966283990435,0.2894388485807309,1.208044676636952,1.1145074952779823,0.043327693961931216,0.03997289223451046,0.25,0.05334335086401202,0.01626918574082653,-0.0935371813589696,MODE_3_UNCERTAIN_FUSION,0.27316966283990435,0.2737691402861475,0.27316966283990435,0.27316970188327566,0.2732961306494699,0.27316966283990435
bleach_hard_00_03_chaitanya_black10_2,18,0.2968295545419862,0.27042412491208834,1.12940560260644,1.2141994211765157,0.04050722730292566,0.0435484398440839,0.05334335086401202,0.25,-0.026405429629897836,0.08479381857007562,MODE_1_ACCEPT,0.2968295545419862,0.28388446796846056,0.2968295545419862,0.29682961145919434,0.2968295545419862,0.27026600878150775
bleach_hard_00_03_chaitanya_black10_2,19,0.2967398004907783,0.3199288871622348,1.2045182394852665,1.4187166872333994,0.04320121487333528,0.05088364994435286,0.25,0.75,0.02318908667145647,0.2141984477481329,MODE_3_UNCERTAIN_FUSION,0.2967398004907783,0.29359629312462177,0.2967398004907783,0.2967399143466898,0.2967398004907783,0.2708256257214658
bleach_hard_00_03_chaitanya_black10_2,20,0.30695862374025223,0.30516742242786327,1.2695557757360703,1.1653901195396805,0.045533849188282634,0.041797846902684,0.25,0.25,-0.001791201312388968,-0.10416565619638973,MODE_2_UNCERTAINTY_FUSION,0.30695862374025223,0.3053089741776249,0.30695862374025223,0.3069586798865258,0.3047446540933994,0.27474557819205236
bleach_hard_00_03_chaitanya_black10_2,21,0.29005381171551553,0.31637363955173564,1.2154234311578136,1.338065910881818,0.04359234014918161,0.04799103163053231,0.25,0.375,0.02631982783622011,0.12264247972400444,MODE_3_UNCERTAIN_FUSION,0.29005381171551553,0.3048037818630065,0.29005381171551553,0.2900538615457688,0.29005381171551553,0.2823904349004025
bleach_hard_00_03_chaitanya_black10_2,22,0.2830149129438915,0.2752014420787888,1.580747154979215,1.3842558509252116,0.05669502981694434,0.0496476786279691,0.8484848484848485,0.75,-0.007813470865102645,-0.19649130405400328,MODE_2_UNCERTAINTY_FUSION,0.2830149129438915,0.2886274790803119,0.2830149129438915,0.2830147893310996,0.28117234301752686,0.2830149129438915
bleach_hard_00_03_chaitanya_black10_2,23,0.3021065479256441,0.31335277495982966,1.671605718791448,1.4059663892381984,0.05995376032816707,0.05042634814074952,0.8484848484848485,0.75,0.01124622703418554,-0.26563932955324954,MODE_2_UNCERTAINTY_FUSION,0.3021065479256441,0.2921182104944154,0.3021065479256441,0.3021064447244978,0.30233027240552957,0.3021065479256441
bleach_hard_00_03_chaitanya_black10_2,24,0.40797696396759975,0.3284318219516639,1.8339004716512444,1.4638373038028103,0.06577461904269107,0.052501944618301086,0.9707602339181286,0.75,-0.07954514201593582,-0.37006316784843407,MODE_2_UNCERTAINTY_FUSION,0.40797696396759975,0.3541391282025808,0.40797696396759975,0.40797693997315443,0.40051238020046026,0.32335855532191315
bleach_hard_00_03_chaitanya_black10_2,25,0.4385036388373318,0.5134454097314861,1.5378880108074535,2.1813348438644526,0.0551578450438497,0.07823568976485737,0.8484848484848485,0.9707602339181286,0.07494177089415432,0.6434468330569991,MODE_3_UNCERTAIN_FUSION,0.4385036388373318,0.4117935236080922,0.4385036388373318,0.4385036248225475,0.4385036388373318,0.34924304096584935
bleach_hard_00_03_chaitanya_black10_2,26,0.40574730295049904,0.5303091781988382,1.5760168779701553,1.7154632170261195,0.056525373844307426,0.06152675203799177,0.8484848484848485,0.8527782533600724,0.12456187524833912,0.13944633905596415,MODE_3_UNCERTAIN_FUSION,0.40574730295049904,0.44181207122426003,0.40574730295049904,0.40574728692318396,0.40574730295049904,0.3786748972648508
bleach_hard_00_03_chaitanya_black10_2,27,0.4417337517000476,0.374914756711814,1.384731964715412,1.4652459824456625,0.04966475491081841,0.0525524682440482,0.75,0.75,-0.06681899498823357,0.08051401773025058,MODE_3_UNCERTAIN_FUSION,0.4417337517000476,0.466340977807181,0.4417337517000476,0.4417337575082208,0.4417337517000476,0.40850090515943127
bleach_hard_00_03_chaitanya_black10_2,28,0.4401907421545921,0.5033614782539333,1.1258103462685167,1.085671837480139,0.04037827994747032,0.038938673401036475,0.05334335086401202,0.05334335086401202,0.06317073609934121,-0.04013850878837766,MODE_1_ACCEPT,0.4401907421545921,0.4688069759462272,0.4401907421545921,0.44019075625761916,0.4401907421545921,0.4391370063043039
bleach_hard_00_03_chaitanya_black10_2,29,0.42536000138926844,0.4457083956996936,1.1444813104181806,1.1499484583903434,0.04104793218492142,0.04124401674931179,0.14285714285714285,0.14285714285714285,0.020348394310425177,0.005467147972162856,MODE_1_ACCEPT,0.42536000138926844,0.45042765618697667,0.42536000138926844,0.4253600069126779,0.42536000138926844,0.42536000138926844
bleach_hard_00_03_chaitanya_black10_2,30,0.4211172677484727,0.4150604709022602,1.2740066099426866,1.289696040861934,0.04569348267378949,0.04625619933026155,0.2628092748270994,0.3699564917995982,-0.006056796846212464,0.01568943091924746,MODE_3_UNCERTAIN_FUSION,0.4211172677484727,0.42864152303516456,0.4211172677484727,0.42111728202918997,0.4211172677484727,0.4211172677484727
bleach_hard_00_03_chaitanya_black10_2,31,0.4193926566211737,0.42161939772846924,1.2861894455094918,1.526988861747626,0.04613043188703925,0.05476693649216904,0.3460090373000244,0.8484848484848485,0.002226741107295538,0.24079941623813417,MODE_3_UNCERTAIN_FUSION,0.4193926566211737,0.4191973197410315,0.4193926566211737,0.4193926671592762,0.4193926566211737,0.4193926566211737
bleach_hard_00_03_chaitanya_black10_2,39,0.35826557042406926,0.41692580989359307,1.3991077010693318,1.2350482113772776,0.050180354637605035,0.04429620192504426,0.75,0.25,0.05866023946952381,-0.1640594896920542,MODE_2_UNCERTAINTY_FUSION,0.35826557042406926,0.3821510300587947,0.35826557042406926,0.3582655925459379,0.36853742300060754,0.35826557042406926
bleach_hard_00_03_chaitanya_black10_2,40,0.6303751776415524,0.9404883050928425,1.4479808243593721,1.7939472707519208,0.051933236604495225,0.06434165874342088,0.75,0.9707602339181286,0.31011312745129016,0.3459664463925487,MODE_3_UNCERTAIN_FUSION,0.6303751776415524,0.7640343413898119,0.6303751776415524,0.6303752281509079,0.6303751776415524,0.6303751776415524
