episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
bleach_hard_00_03_chaitanya_black10_3,0,0.25597466482432507,0.25597466482432507,0.8685535025165216,0.8685535025165216,0.031151513743153388,0.031151513743153388,0.05334335086401202,0.05334335086401202,0.0,0.0,MODE_1_ACCEPT,0.25597466482432507,0.2559746648243241,0.25597466482432507,0.25597466482432446,0.25597466482432507,0.25597466482432507
bleach_hard_00_03_chaitanya_black10_3,1,0.23675022997148693,0.23675022997148693,1.0518977875500455,1.0518977875500455,0.037727334344189775,0.037727334344189775,0.05334335086401202,0.05334335086401202,0.0,0.0,MODE_1_ACCEPT,0.23675022997148693,0.236750229971485,0.23675022997148693,0.23675022997148337,0.23675022997148693,0.23675022997148693
bleach_hard_00_03_chaitanya_black10_3,4,0.26572357377253253,0.25241759246394263,1.2983578798271689,1.2207345460038779,0.046566864585521825,0.04378282843417416,0.375,0.25,-0.013305981308589898,-0.07762333382329101,MODE_3_UNCERTAIN_FUSION,0.26572357377253253,0.25514186409101647,0.26572357377253253,0.2657235695970195,0.2655442475511657,0.25241759246394263
bleach_hard_00_03_chaitanya_black10_3,5,0.3002829203795845,0.29381373125330873,1.2841311807260858,1.3159636055986093,0.04605661022435347,0.047198311015405725,0.3319526101122222,0.375,-0.006469189126275754,0.03183242487252347,MODE_3_UNCERTAIN_FUSION,0.3002829203795845,0.29053498907462205,0.3002829203795845,0.30028291616794334,0.3002829203795845,0.3002829203795845
bleach_hard_00_03_chaitanya_black10_3,6,0.3015857531011662,0.33158693315224713,1.264025144351644,1.4356895414225137,0.0453354877297414,0.051492397821139735,0.25,0.75,0.030001180051080933,0.17166439707086978,MODE_3_UNCERTAIN_FUSION,0.3015857531011662,0.3094072442275398,0.3015857531011662,0.30158574000948746,0.3015857531011662,0.3015857531011662
bleach_hard_00_03_chaitanya_black10_3,7,0.29722345529346,0.30441165061610787,1.2948414949917892,1.4206411846837794,0.04644074603299954,0.050952673911904056,0.375,0.75,0.007188195322647861,0.12579968969199018,MODE_3_UNCERTAIN_FUSION,0.29722345529346,0.31040066415154377,0.29722345529346,0.29722342799189533,0.29722345529346,0.29722345529346
bleach_hard_00_03_chaitanya_black10_3,8,0.2894890142652218,0.3039646902132081,1.2573748636327773,1.2396573512077218,0.04509696896191724,0.04446151319528401,0.25,0.25,0.014475675947986322,-0.01771751242505548,MODE_3_UNCERTAIN_FUSION,0.2894890142652218,0.30357177479937575,0.2894890142652218,0.2894889619455544,0.28949330778072796,0.2894890142652218
bleach_hard_00_03_chaitanya_black10_3,9,0.2894782495463529,0.28461697608584247,1.3043722976001328,1.330541319737045,0.046782577512093075,0.04772115487132421,0.375,0.375,-0.004861273460510407,0.02616902213691219,MODE_3_UNCERTAIN_FUSION,0.2894782495463529,0.2938393666139108,0.2894782495463529,0.2894781912199069,0.2894782495463529,0.28462924739448403
bleach_hard_00_03_chaitanya_black10_3,10,0.3086120491212376,0.29048552510096814,1.3501783659903837,1.37308808923368,0.0484254565803881,0.049247136023735705,0.5694112880208447,0.75,-0.01812652402026943,0.02290972324329643,MODE_3_UNCERTAIN_FUSION,0.3086120491212376,0.2943041305586696,0.3086120491212376,0.30861202578905883,0.3086120491212376,0.282556005448225
bleach_hard_00_03_chaitanya_black10_3,11,0.28085022490041883,0.33021169507500847,1.342467655631798,1.6352924539861864,0.048148904475067006,0.05865134986713925,0.375,0.8484848484848485,0.04936147017458964,0.29282479835438835,MODE_3_UNCERTAIN_FUSION,0.28085022490041883,0.28797035821357886,0.28085022490041883,0.2808502094813463,0.28085022490041883,0.28085022490041883
bleach_hard_00_03_chaitanya_black10_3,12,0.28859838487231015,0.26474011697431665,1.2066580904973383,0.9978983353665865,0.04327796270523938,0.035790591619715206,0.25,0.05334335086401202,-0.0238582678979935,-0.20875975513075185,MODE_2_UNCERTAINTY_FUSION,0.28859838487231015,0.284804504601504,0.28859838487231015,0.2885983569218473,0.27701098517775335,0.28859838487231015
bleach_hard_00_03_chaitanya_black10_3,13,0.2846946169800498,0.2746172999398274,1.1088427247216772,0.9971619458822922,0.03976971974447356,0.035764180296666205,0.05334335086401202,0.05334335086401202,-0.010077317040222356,-0.11168077883938499,MODE_1_ACCEPT,0.2846946169800498,0.28247407749159303,0.2846946169800498,0.28469456807089344,0.2846946169800498,0.2846946169800498
bleach_hard_00_03_chaitanya_black10_3,14,0.29009105601167545,0.3010495067349155,1.3240591322551092,1.2709786740605038,0.04748866493046949,0.04558488281670077,0.375,0.25,0.010958450723240032,-0.053080458194605384,MODE_3_UNCERTAIN_FUSION,0.29009105601167545,0.2855905483226896,0.29009105601167545,0.2900910339718073,0.29010063518141876,0.28498920437529934
bleach_hard_00_03_chaitanya_black10_3,15,0.272854557084241,0.29780531832479457,1.2460148922113603,1.339055050891193,0.04468953256930495,0.04802650809629598,0.25,0.375,0.024950761240553565,0.09304015867983262,MODE_3_UNCERTAIN_FUSION,0.272854557084241,0.2806315296390268,0.272854557084241,0.27285454886405625,0.272854557084241,0.272854557084241
bleach_hard_00_03_chaitanya_black10_3,16,0.2770404904846012,0.25537096253852143,1.1660073144824061,1.139537767969817,0.041819983197897606,0.04087062724046622,0.25,0.06203019851543619,-0.021669527946079792,-0.026469546512589037,MODE_3_UNCERTAIN_FUSION,0.2770404904846012,0.27567069077036366,0.2770404904846012,0.27704049951698784,0.27697803286713607,0.27693344425712524
bleach_hard_00_03_chaitanya_black10_3,17,0.2699827000798239,0.2845410595127487,1.176409976905328,1.2018907635041927,0.04219308477482306,0.043106977898989915,0.25,0.25,0.014558359432924828,0.025480786598864658,MODE_3_UNCERTAIN_FUSION,0.2699827000798239,0.27061917957836235,0.2699827000798239,0.26998270066090063,0.2699827000798239,0.2699827000798239
