sequence,base_sequence,sequence_index,frame_id,D_obj_cm,E_obs_cm,E_prior_cm,e_obs_norm,e_prior_norm,E_update_cm,e_update_norm,obs_abs_risk_label,prior_abs_risk_label,obs_risk_label,prior_risk_label,delta_E_gt_cm,pair_state_gt,prior_advantage_margin_cm,x1_obs_depth_residual,x1_obs_norm,x2_obs_inlier_error,x4_obs_support_ratio,x5_obs_geometry_inconsistency,x1_prior_depth_residual,x1_prior_norm,x2_prior_inlier_error,x4_prior_support_ratio,x5_prior_geometry_inconsistency,e_obs_hat_norm,e_prior_hat_norm,E_obs_hat_cm,E_prior_hat_cm,p_obs_risk_rollout,p_prior_risk_rollout,delta_E_hat_cm,rollout_mode,policy_model_stage
mustard0_clean,mustard0,0,0,22.44201091725071,0.19991426248945213,0.19991426248945213,0.008908036950279806,0.008908036950279806,0.19991426248945213,0.008908036950279806,0,0,0,0,0.0,TIE,0.1,20.137466490268707,0.897311144020051,0.3660313901345291,0.31934376451986357,0.5237808549066827,20.137466490268707,0.897311144020051,0.3660313901345291,0.31934376451986357,0.5237808549066827,0.0,0.0,0.0,0.0,0.010954616588419406,0.010954616588419406,0.0,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,1,1,22.44201091725071,0.21956809235132166,0.21956809235132166,0.00978379759108593,0.00978379759108593,0.21956809235132166,0.00978379759108593,0,0,0,0,0.0,TIE,0.1,20.454800128936768,0.9114513046250051,0.38146067415730334,0.32086989957699397,0.5301278149726111,20.454800128936768,0.9114513046250051,0.38146067415730334,0.32086989957699397,0.5301278149726111,0.030701281373337497,0.030701281373337497,0.6889984917540259,0.6889984917540259,0.022727272727272728,0.022727272727272728,0.0,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,2,2,22.44201091725071,0.18649018085341756,0.254667728512697,0.00830986944712991,0.011347812344077383,0.18649018085341756,0.00830986944712991,0,0,0,0,0.06817754765927941,TIE,0.1,20.464041829109192,0.9118631081931658,0.3850056369785795,0.3231591021626895,0.5452337583485125,20.418068766593933,0.9098145813171754,0.39279684862127184,0.32201450086984174,0.5326817348808797,0.004407088283260696,0.04969481038914392,0.09890392336622422,1.1152514772838718,0.01951219512195122,0.046511627906976744,1.0163475539176474,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,3,3,22.44201091725071,0.2162716817133884,0.18088304665788937,0.00963691188418168,0.008060019546592785,0.2162716817133884,0.00963691188418168,0,0,0,0,-0.035388635055499024,TIE,0.1,20.01495212316513,0.8918519912036961,0.38129496402877694,0.31056848794136405,0.5253012048192771,20.17538994550705,0.8990009861370598,0.3774944567627494,0.3117130892342118,0.517490952955368,0.04594952083610859,0.056095255749593176,1.0311996482463879,1.2588903419383406,0.046511627906976744,0.046511627906976744,0.22769069369195272,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,4,4,22.44201091725071,0.23136618866139272,0.261120108313006,0.0103095123478238,0.011635325785903098,0.23136618866139272,0.0103095123478238,0,0,0,0,0.02975391965161331,TIE,0.1,20.681583881378174,0.9215566268832295,0.37387387387387383,0.32239603463412425,0.5323653962492438,20.004750788211823,0.8913974269941463,0.3817980022197558,0.31247615676277707,0.5246305418719213,0.013345904649010698,0.043425106953712156,0.2995089378336851,0.9745467243379878,0.01951219512195122,0.046511627906976744,0.6750377865043027,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,5,8,22.44201091725071,0.19137792217118885,0.24162225342475022,0.008527663714131812,0.010766515278674078,0.19137792217118885,0.008527663714131812,0,0,0,0,0.05024433125356137,TIE,0.1,20.42357325553894,0.9100598574185597,0.37952488687782804,0.32544830474838504,0.5363636363636364,21.045279502868652,0.9377626443756688,0.377545084351367,0.34414345919823175,0.5381818181818182,0.0008802170593394387,0.0,0.019753840855245997,0.0,0.010954616588419406,0.010954616588419406,-0.019753840855245997,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,6,10,22.44201091725071,0.21529953063462648,0.22058389515944898,0.009593593525486176,0.009829061039707931,0.21529953063462648,0.009593593525486176,0,0,0,0,0.005284364524822505,TIE,0.1,19.842764735221863,0.8841794440073613,0.3998908892525914,0.30064861007001675,0.5309681298857487,19.6981742978096,0.8777365972435216,0.3954372623574145,0.2975963399557561,0.5251225490196079,0.09820701185672442,0.09980835492467882,2.2039628322391795,2.2399001908524756,0.046511627906976744,0.046511627906976744,0.035937358613296055,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,7,14,22.44201091725071,0.20960508127464547,0.20282836153872533,0.00933985292349744,0.009037887125472138,0.20960508127464547,0.00933985292349744,0,0,0,0,-0.006776719735920145,TIE,0.1,20.492173731327057,0.9131166456912801,0.37472035794183445,0.3178176294627333,0.534617700180614,20.165233314037323,0.8985484138828542,0.3959584926269798,0.301411677598582,0.5370258880192655,0.013968196275134404,0.08848318345423045,0.31347441330086695,1.985740569072937,0.01951219512195122,0.046511627906976744,1.6722661557720702,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,8,19,22.44201091725071,0.17285347284234753,0.21832107843745052,0.007702227464361434,0.009728231540500305,0.17285347284234753,0.007702227464361434,0,0,0,0,0.04546760559510299,TIE,0.1,20.19314020872116,0.899791925205736,0.3731843575418995,0.31705456193416803,0.5250452625226313,19.789884984493256,0.8818231600306896,0.38791208791208787,0.30560854900569046,0.5239852398523985,0.017957679315318498,0.06752939331591007,0.40300643524286495,1.515495382030971,0.01951219512195122,0.046511627906976744,1.112488946788106,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_clean,mustard0,9,20,22.44201091725071,0.2016503414068717,0.18546349199766105,0.008985395388604293,0.008264120923989886,0.2016503414068717,0.008985395388604293,0,0,0,0,-0.01618684940921067,TIE,0.1,20.54578810930252,0.9155056641341084,0.3903682719546743,0.3265929060412328,0.5356055995130858,20.566029846668243,0.9164076215139688,0.3788927335640139,0.338420452733993,0.5340632603406326,0.03213569584957715,0.0,0.7211896370896587,0.0,0.022727272727272728,0.010954616588419406,-0.7211896370896587,MODE_1_ACCEPT,final_frozen_shared_quality
