episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
sugar_box_yalehand0_occ60,0,0.9600802410287925,0.9600802410287925,5.357702890662827,5.357702890662827,0.2608025285420043,0.2608025285420043,0.11650485436893204,0.11650485436893204,0.0,0.0,MODE_4_TRUSTED_FUSION,no_rollout,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.9600802410287925,0,0,precomputed,0,0.0,3.7079835310578346,0,1,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,0,0,0,,,0,0.0,0,20.345838740468025,7.188686169683933,31.242508441209793,0.9600802410287925,0.9600802410287932,0.9600802410287925,0.9600802410287941,0.9600802410287932,0.9600802410287925
sugar_box_yalehand0_occ60,1,1.0170411963642785,1.0170411963642785,5.327199688948026,5.327199688948026,0.2593176921674993,0.2593176921674993,0.11650485436893204,0.11650485436893204,0.0,0.0,MODE_4_TRUSTED_FUSION,no_rollout,four_mode_relocalization_v2,0.5,0,0,0,False,0,1,1.0170411963642785,0,0,precomputed,0,0.0,3.3664628863334656,0,2,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,0,0,0,,,0,0.0,0,16.798654571175575,1.585167832672596,21.750285290181637,1.0170411963642785,1.0170411963642785,1.0170411963642785,1.0170411963642785,1.0170411963642785,1.0170411963642785
sugar_box_yalehand0_occ60,2,1.1539064322508341,1.0757862563458274,7.914330162112276,8.561845775321633,0.3852541583805099,0.4167739556969554,0.8,0.8,-0.07812017590500675,0.6475156132093565,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,1,1.0757862563458274,0,0,precomputed,1,0.0,3.109198994934559,0,3,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,0.9580741728882363,,1,28054.391930811107,0,17.694732174277306,28054.391930811107,28075.19586198032,1.1539064322508341,1.1103888421521237,1.0757862563458358,1.1538868458634095,0.9580741728882363,1.0757862563458358
sugar_box_yalehand0_occ60,3,1.130527992948771,0.8602802575854119,6.241943069800175,10.79328833702899,0.30384561608598815,0.5253962280151445,0.35,0.9985082048731975,-0.2702477353633591,4.551345267228815,MODE_1_ACCEPT,no_rollout,four_mode_relocalization_v2,0.0,0,0,0,False,0,0,0.8602802575854119,0,0,restarted_se3,0,13725.461853668094,2.2924374788999557,0,4,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,0,0,0,,,0,0.0,0,23.73394835740328,0.8161449804902077,13752.304384484887,1.3704793225890293,1.2728488118692856,1.0978117866428307,1.3704057828896286,1.130527992948771,1.0978117866428307
sugar_box_yalehand0_occ60,4,1.1644546867883536,1.4248786442029981,6.7896767075233315,6.828096221933362,0.3305082214228131,0.3323784084615446,0.5901639344262295,0.5901639344262295,0.2604239574146445,0.03841951441003033,MODE_4_TRUSTED_FUSION,no_rollout,four_mode_relocalization_v2,0.4985914300447456,0,0,0,False,0,1,1.1644546867883536,0,0,restarted_se3,0,56.33630510419607,3.127005882561207,0,5,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,0,0,0,,,0,0.0,0,21.734115667641163,1.1965837329626083,82.39401038736105,1.5266331794664358,1.496774876425966,1.2237955141479666,1.5265124765137847,1.2963965910233834,1.2237955141479666
sugar_box_yalehand0_occ60,5,1.360726527606717,1.3679796122384957,8.814208469784973,7.342629077084575,0.4290584795253325,0.35742486444835125,0.8,0.8,0.00725308463177865,-1.4715793927003977,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,1,1.360726527606717,0,0,restarted_se3,1,45.113833621144295,2.499697729945183,0,6,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,2.9610005605668217,,1,2438.032972626388,0,14.596549794077873,2438.032972626388,2500.2430537715554,1.6733740997095254,1.6790969692250968,1.2761685114020005,1.6733878930581578,2.9610005605668217,1.2761685114020005
sugar_box_yalehand0_occ60,6,2.6666776308335076,1.198124263922438,13.7559415037752,7.085701752676158,0.6696124066365755,0.3449181433358341,0.9985082048731975,0.6923076923076923,-1.4685533669110695,-6.670239751099041,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,1,1.198124263922438,0,0,restarted_se3,1,46.11294250935316,4.506991244852543,0,7,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,3.6177008437302782,,1,2423.059206455946,0,21.299200132489204,2423.059206455946,2494.978340342641,1.8084326706535956,1.8781367382153007,1.3644332622811557,1.8085219297082022,3.6177008437302782,1.3644332622811557
sugar_box_yalehand0_occ60,7,3.70117209348645,2.3221128069935664,11.324849416089604,16.5482247762408,0.5512715847347429,0.8055353110465433,0.9985082048731975,0.9985082048731975,-1.3790592864928835,5.223375360151197,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,1,2.3221128069935664,0,0,restarted_se3,1,53.31999156624079,2.419108524918556,0,8,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,3.574366186351783,,1,2427.897419780493,0,21.360707469284534,2427.897419780493,2504.9972273409367,1.7305508152498004,1.8969601236668936,1.4301312217510238,1.7306128851166576,3.574366186351783,1.4301312217510238
sugar_box_yalehand0_occ60,8,3.80986230482658,3.5341471713479047,13.871689241201766,17.380775114232613,0.675246780772266,0.8460622379250702,0.9985082048731975,0.9985082048731975,-0.27571513347867516,3.5090858730308465,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,1,3.5341471713479047,0,0,restarted_se3,1,44.73756346851587,2.4279942736029625,0,9,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,0.9690012108206225,,1,2421.7969700694084,0,21.029843017458916,2421.7969700694084,2489.992370828986,1.7806076292958457,1.8661677857735954,1.523970104572761,1.7807271799593305,0.9690012108206225,1.523970104572761
sugar_box_yalehand0_occ60,9,0.9997031772835354,3.9468989508895618,8.947769387780726,25.225276420138094,0.43555996455325174,1.2279172637602376,0.8,0.9985082048731975,2.947195773606026,16.27750703235737,MODE_3_RELOCALIZE,no_rollout,four_mode_relocalization_v2,,0,0,0,False,1,0,0.9997031772835354,0,0,restarted_se3,1,47.37662896513939,5.020451731979847,0,10,cache_read_only_not_online_fps,5f3462911fa6aea331c9ce572c6a7aec9a8463dffc0c1e0678bb130de29abb59,cached_perception_v2,1,1,1,3.549798210302696,,1,2417.8792107850313,0,20.386270247399807,2417.8792107850313,2490.6625617295504,1.7176102970565983,1.7640425268922006,1.5969418283697527,1.7176739177128155,3.549798210302696,1.5969418283697527
