episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
sugar_box_yalehand0_black10_5,0,0.9600697222648882,0.9600697222648882,5.35771454180999,5.35771454180999,0.26080309569712706,0.26080309569712706,0.11650485436893204,0.11650485436893204,0.0,0.0,MODE_1_ACCEPT,no_rollout,relative_quality_restart_v1_1_development,0.0,0,0,0,False,0,0.9600697222648882,0,0,0,11.617057956755161,11.987668927758932,23.604726884514093,0.9600697222648882,0.9600697222648891,0.9600697222648882,0.96006972226489,0.9600697222648882,0.9600697222648882
sugar_box_yalehand0_black10_5,1,1.0164636944697376,1.0164636944697376,5.436668490622021,5.436668490622021,0.2646464199554467,0.2646464199554467,0.11650485436893204,0.11650485436893204,0.0,0.0,MODE_1_ACCEPT,no_rollout,relative_quality_restart_v1_1_development,0.0,0,0,0,False,1,1.0164636944697376,0,0,0,12.027674354612827,0.6664828397333622,12.69415719434619,1.0164636944697376,1.0164636944697383,1.0164636944697376,1.0164636944697392,1.0164636944697376,1.0164636944697376
sugar_box_yalehand0_black10_5,2,1.1522890215076396,1.0745688158621947,8.02122280212127,8.448793156662575,0.39045748364243515,0.4112707746870563,0.8,0.8,-0.0777202056454449,0.4275703545413041,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.48703547784277473,0,0,0,True,1,1.0745688158621947,0,0,0,12.007479555904865,0.9099338203668594,12.917413376271725,1.1522890215076396,1.1089814169076626,1.0745688158621947,1.1522687810518926,1.1100149998518962,1.0745688158621947
sugar_box_yalehand0_black10_5,3,1.3647339120201254,1.17428070113331,7.1516796027105585,7.21751987217599,0.3481298164106372,0.35133479233164194,0.7142857142857143,0.8,-0.19045321088681533,0.06584026946543187,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.49771216357170034,0,0,0,True,1,1.17428070113331,0,0,0,11.396200861781836,0.8815489709377289,12.277749832719564,1.3647339120201254,1.2689417502185252,1.0963870207238446,1.3646587112580366,1.2707165679569605,1.0963870207238446
sugar_box_yalehand0_black10_5,4,1.527574088884124,1.4716921639506568,8.257211036042518,9.014696761924307,0.4019449306638226,0.4388178586100018,0.8,0.8,-0.05588192493346722,0.7574857258817893,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4780971037223882,0,0,0,True,1,1.4716921639506568,0,0,0,11.455437168478966,1.9786451011896133,13.434082269668579,1.527574088884124,1.4987470942887804,1.2222051170036186,1.5274406299725032,1.5009094866279442,1.2222051170036186
sugar_box_yalehand0_black10_5,5,1.6047346181567015,1.6561639815291023,7.300532859584647,7.428958427676453,0.35537570267322394,0.3616272088823789,0.8,0.8,0.05142936337240078,0.1284255680918065,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4956464407622409,0,0,0,True,1,1.6047346181567015,0,0,0,11.689160019159317,0.8732378482818604,12.562397867441177,1.6047346181567015,1.6292957506954924,1.274746696508565,1.6046943678190089,1.6306227766644439,1.274746696508565
sugar_box_yalehand0_black10_5,6,1.7800633287625858,1.848726260363047,6.6665827173501375,7.152323877537132,0.32451624602950757,0.34816117845278016,0.5714285714285714,0.7142857142857143,0.06866293160046122,0.4857411601869943,MODE_1_ACCEPT,no_rollout,relative_quality_restart_v1_1_development,0.0,0,0,0,False,1,1.7800633287625858,0,0,0,11.15522813051939,0.7159318774938583,11.871160008013248,1.7800633287625858,1.8115446844693806,1.3629756174814716,1.7801405286200827,1.7800633287625858,1.3629756174814716
sugar_box_yalehand0_black10_5,7,1.7136740795025978,1.9474484546681718,6.546703821341851,7.313841752773602,0.31868077515032317,0.3560235536396939,0.4393939393939394,0.8,0.2337743751655741,0.7671379314317504,MODE_1_ACCEPT,no_rollout,relative_quality_restart_v1_1_development,0.0,0,0,0,False,1,1.7136740795025978,0,0,0,10.950041934847832,0.6732242181897163,11.623266153037548,1.7136740795025978,1.8532520272461372,1.428900335196397,1.71373611252197,1.7136740795025978,1.428900335196397
sugar_box_yalehand0_black10_5,8,1.823176375605541,1.6766299655267392,8.661846860815142,7.338169476853175,0.4216418135244405,0.3572077798058522,0.8,0.8,-0.14654641007880187,-1.323677383961967,MODE_2_UNCERTAINTY_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,1.6766299655267392,0,0,0,11.216442100703716,0.8949856273829937,12.11142772808671,1.823176375605541,1.877974299584621,1.5228725427797412,1.8233151889213564,1.7341811392713857,1.5228725427797412
sugar_box_yalehand0_black10_5,9,1.7593331517047566,1.7318903548527502,8.765173118867786,8.906072517814023,0.4266715342676113,0.43353024223726533,0.8,0.8,-0.027442796852006346,0.14089939894623704,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.49601782141744477,0,0,0,True,1,1.7318903548527502,0,0,0,11.2886899150908,1.9405572675168514,13.22924718260765,1.7593331517047566,1.8190061438003562,1.5956967777136022,1.7594364238087448,1.7453020802045645,1.5956967777136022
