sequence,base_sequence,sequence_index,frame_id,D_obj_cm,E_obs_cm,E_prior_cm,e_obs_norm,e_prior_norm,E_update_cm,e_update_norm,obs_abs_risk_label,prior_abs_risk_label,obs_risk_label,prior_risk_label,delta_E_gt_cm,pair_state_gt,prior_advantage_margin_cm,x1_obs_depth_residual,x1_obs_norm,x2_obs_inlier_error,x4_obs_support_ratio,x5_obs_geometry_inconsistency,x1_prior_depth_residual,x1_prior_norm,x2_prior_inlier_error,x4_prior_support_ratio,x5_prior_geometry_inconsistency,e_obs_hat_norm,e_prior_hat_norm,E_obs_hat_cm,E_prior_hat_cm,p_obs_risk_rollout,p_prior_risk_rollout,delta_E_hat_cm,rollout_mode,policy_model_stage
mustard0_black10,mustard0,0,0,22.44201091725071,0.0915792887133631,0.0915792887133631,0.0040807077873297,0.0040807077873297,0.0915792887133631,0.0040807077873297,0,0,0,0,0.0,TIE,0.1,19.25875097513199,0.8581562073979826,0.3755482456140351,0.30408241394856,0.5177570093457944,19.25875097513199,0.8581562073979826,0.3755482456140351,0.30408241394856,0.5177570093457944,0.0131500790641991,0.0131500790641991,0.2951142179214679,0.2951142179214679,0.0,0.0,0.0,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,1,1,22.44201091725071,0.0814464113509412,0.0814464113509412,0.0036291939992033,0.0036291939992033,0.0814464113509412,0.0036291939992033,0,0,0,0,0.0,TIE,0.1,19.464576244354248,0.8673276345923275,0.3862144420131291,0.3025562788914298,0.5261538461538462,19.464576244354248,0.8673276345923275,0.3862144420131291,0.3025562788914298,0.5261538461538462,0.0136962414382169,0.0136962414382169,0.3073711998817661,0.3073711998817661,0.0,0.0,0.0,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,2,2,22.44201091725071,0.0453971571073854,0.0712835375684783,0.0020228649417726,0.0031763435919944,0.0453971571073854,0.0020228649417726,0,0,0,0,0.0258863804610928,TIE,0.1,19.478175044059757,0.8679335874080376,0.3836373687119956,0.3098054204127989,0.5265432098765432,19.33976113796234,0.8617659624742571,0.3827567270730367,0.3052270152414078,0.5282902829028291,0.0134129385976715,0.0132489507468212,0.3010133144413591,0.2973330973022791,0.0,0.0,-0.0036802171390799,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,3,3,22.44201091725071,0.0654339406867793,0.0765454982666969,0.0029156897270948,0.0034108128076819,0.0654339406867793,0.0029156897270948,0,0,0,0,0.0111115575799176,TIE,0.1,19.319552183151245,0.860865465861649,0.3874862788144896,0.3048454814771253,0.5257352941176471,19.39367651939392,0.864168393416403,0.3800657174151149,0.3033193464199949,0.5241038318912237,0.0136717338016187,0.0132997101720539,0.3068211992336731,0.2984722408775059,0.0,0.0,-0.0083489583561672,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,4,4,22.44201091725071,0.0629877642743384,0.0899989019951933,0.00280668985086,0.0040102868823583,0.0629877642743384,0.00280668985086,0,0,0,0,0.0270111377208549,TIE,0.1,19.44133043289185,0.8662918178133359,0.3875755909840571,0.3059900827699731,0.5258939580764488,19.62142437696457,0.8743166755115508,0.3936228697086311,0.3059900827699731,0.5358024691358025,0.0137380176567469,0.0138655124757391,0.3083087422340988,0.3111699823538128,0.0,0.0,0.002861240119714,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,5,8,22.44201091725071,0.080139532939319,0.1393700577516683,0.0035709604292954,0.0062102303695315,0.080139532939319,0.0035709604292954,0,0,0,0,0.0592305248123493,TIE,0.1,19.48053687810898,0.8680388290487236,0.3819405496354459,0.3197252982841462,0.5279503105590062,19.18186247348785,0.8547301106044447,0.3823038397328882,0.31438382558419,0.5325153374233129,0.0131039572558315,0.0128109023356628,0.2940791517945572,0.2875024100767779,0.0,0.0,-0.0065767417177793,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,6,10,22.44201091725071,0.052738737644829,0.1141337178424773,0.0023500005342342,0.0050857170626695,0.052738737644829,0.0023500005342342,0,0,0,0,0.0613949801976483,TIE,0.1,19.28587257862091,0.8593647267053176,0.3848268279274326,0.3059900827699731,0.5214987714987716,19.210615754127502,0.8560113362818437,0.384742951907131,0.3098054204127989,0.5208588957055215,0.0136257954782582,0.0135434991917057,0.305790250879297,0.3039433567180369,0.0,0.0,-0.0018468941612601,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,7,14,22.44201091725071,0.0655474915918061,0.057724495962944,0.0029207494744341,0.002572162368862,0.0655474915918061,0.0029207494744341,0,0,0,0,-0.0078229956288621,TIE,0.1,19.92503702640533,0.887845438622854,0.3773998902907295,0.3044639477128427,0.5244582043343653,19.721373915672302,0.8787703556686576,0.3799126637554585,0.3010301438342994,0.525703794369645,0.0134452943502237,0.0134757959877317,0.3017394425933705,0.3024239606753181,0.0,0.0,0.0006845180819476,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,8,19,22.44201091725071,0.0752862422438324,0.1040991260866981,0.0033547012574511,0.0046385828110741,0.0752862422438324,0.0033547012574511,0,0,0,0,0.0288128838428657,TIE,0.1,19.31804120540619,0.8607981377710145,0.3810560696788242,0.2991224750128864,0.5206407886629698,19.456250965595245,0.8669566661087232,0.3776918829376036,0.3090423528842337,0.5150583896742471,0.0135174796915786,0.0134751195158132,0.3033594268121218,0.3024087792851391,0.0,0.0,-0.0009506475269826,MODE_1_ACCEPT,final_frozen_shared_quality
mustard0_black10,mustard0,9,20,22.44201091725071,0.0566636624153879,0.0657296714344151,0.0025248923826087,0.0029288672782834,0.0566636624153879,0.0025248923826087,0,0,0,0,0.0090660090190272,TIE,0.1,19.671770930290226,0.8765600820187169,0.394475138121547,0.3094238866485163,0.5304878048780488,19.505874812603,0.8691678693378245,0.3941565600882029,0.307897751591386,0.5283600493218249,0.014131391154082,0.0141062647522878,0.3171368345558486,0.3165729475724723,0.0,0.0,-0.0005638869833763,MODE_1_ACCEPT,final_frozen_shared_quality
