episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
bleach0_black10_2,0,0.25793314472431306,0.25793314472431306,0.009159291770841382,0.009159291770841382,0.0003285068825929806,0.0003285068825929806,0.05285540704738761,0.05285540704738761,0.0,0.0,MODE_1_ACCEPT,0.25793314472431306,0.2579331447243111,0.25793314472431306,0.25793314472430773,0.25793314472431306,0.25793314472431306
bleach0_black10_2,1,0.2912036470585826,0.2912036470585826,0.05519588828574615,0.05519588828574615,0.001979654065658751,0.001979654065658751,0.05285540704738761,0.05285540704738761,0.0,0.0,MODE_1_ACCEPT,0.2912036470585826,0.2912036470585788,0.2912036470585826,0.29120364705857527,0.2912036470585826,0.2912036470585826
bleach0_black10_2,2,0.2730783499887804,0.35693170796940854,0.0543034755040337,0.0409986204447871,0.0019476468157270726,0.0014704552851789584,0.05285540704738761,0.05285540704738761,0.08385335798062815,-0.013304855059246598,MODE_1_ACCEPT,0.2730783499887804,0.31561570605717854,0.2730783499887804,0.2730744461803045,0.2730783499887804,0.2730783499887804
bleach0_black10_2,3,0.27624192046636936,0.27306343693921087,0.014940119743098286,0.0,0.0005358418844124465,0.0,0.05285540704738761,0.05285540704738761,-0.0031784835271584932,-0.014940119743098286,MODE_1_ACCEPT,0.27624192046636936,0.31258459998905863,0.27624192046636936,0.27623665125602637,0.27624192046636936,0.27306343693921087
bleach0_black10_2,4,0.251078314230566,0.2832427188202316,0.07892823254018337,0.06051639951870591,0.002830837609398229,0.00217047936118048,0.05285540704738761,0.05285540704738761,0.03216440458966563,-0.01841183302147746,MODE_1_ACCEPT,0.251078314230566,0.2769513805427255,0.251078314230566,0.2510790448722159,0.251078314230566,0.251078314230566
bleach0_black10_2,5,0.25649161214660327,0.24979490360738207,0.07527557021982995,0.10266289215316007,0.0026998313327072617,0.0036821041957172994,0.05285540704738761,0.05285540704738761,-0.006696708539221191,0.027387321933330128,MODE_1_ACCEPT,0.25649161214660327,0.25091993995324396,0.25649161214660327,0.2564962496432272,0.25649161214660327,0.25649161214660327
bleach0_black10_2,6,0.2128311487571985,0.2753847099637641,0.0,0.0,0.0,0.0,0.05285540704738761,0.05285540704738761,0.06255356120656558,0.0,MODE_1_ACCEPT,0.2128311487571985,0.2338178273309615,0.2128311487571985,0.21283732172462239,0.2128311487571985,0.2128311487571985
bleach0_black10_2,7,0.2906594482585186,0.15907466754282729,0.18435377511266463,0.0,0.006612026941788932,0.0,0.05285540704738761,0.05285540704738761,-0.1315847807156913,-0.18435377511266463,MODE_1_ACCEPT,0.2906594482585186,0.24889096042622744,0.2906594482585186,0.2906625727877836,0.2906594482585186,0.15907466754282729
bleach0_black10_2,8,0.2809329579259283,0.3965495492982896,0.07900064756900319,0.18644941893323108,0.0028334348446392996,0.0066871892398949005,0.05285540704738761,0.05285540704738761,0.1156165913723613,0.1074487713642279,MODE_1_ACCEPT,0.2809329579259283,0.2817975645820691,0.2809329579259283,0.28093601254285244,0.2809329579259283,0.1737001797881086
bleach0_black10_2,9,0.27925040653597855,0.2810430092113918,0.11687209280608636,0.040081710987623316,0.004191730958071456,0.0014375694382238692,0.05285540704738761,0.05285540704738761,0.0017926026754132574,-0.07679038181846304,MODE_1_ACCEPT,0.27925040653597855,0.29029013438650364,0.27925040653597855,0.2792530108801087,0.27925040653597855,0.20738866776250048
