episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,b6_oracle_source,b6_oracle_version,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
cracker_box_reorient_occ60,1579908945563078571,0.44576605284124043,0.44576605284124043,0.36529159751518125,0.36529159751518125,0.013125097172476367,0.013125097172476367,0.0,0.0,0.0,0.0,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.44576605284124043,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.5134868919849396,0,1,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,11.677030473947525,11.664248071610928,25.854765437543392,0.44576605284124043,0.44576605284124043,0.44576605284124043,0.4457660528412448,0.44576605284124043,0.44576605284124043
cracker_box_reorient_occ60,1579908945614400461,0.4631885606159375,0.4631885606159375,0.38256715229663035,0.38256715229663035,0.013745815898987821,0.013745815898987821,0.0,0.0,0.0,0.0,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5,0,0,0,False,0,0,0.4631885606159375,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.5782259181141853,0,2,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,13.294802978634834,0.741325318813324,16.614354215562344,0.4631885606159375,0.4631885606159344,0.4631885606159375,0.4631885606159295,0.4631885606159344,0.4631885606159344
cracker_box_reorient_occ60,1579908945677830271,0.4820866239772969,0.49732353289835163,0.38416255511042835,0.420924834053606,0.013803139464880878,0.015124025263221298,0.0,0.0019588638589618022,0.015236908921054726,0.03676227894317763,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.4777221907485311,0,0,0,False,0,0,0.4820866239772969,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.892782747745514,0,3,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.496252983808517,1.699306070804596,13.088341802358627,0.4820866239772969,0.48787367095444845,0.4820866239772969,0.48208662151169224,0.48752303192202484,0.4820866239772969
cracker_box_reorient_occ60,1579908945726924100,0.4895186218693664,0.5114011224313083,0.38435531494883163,0.3787787400491917,0.013810065415620515,0.013609696483114957,0.0,0.0,0.02188250056194191,-0.005576574899639919,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5035604216570904,0,0,0,False,0,0,0.4895186218693664,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,3.1844861805438995,0,4,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,15.198461711406708,0.7541468366980553,19.137094728648663,0.4895186218693664,0.501566265714747,0.4895186218693664,0.489518624891492,0.5014047362033429,0.4895186218693664
cracker_box_reorient_occ60,1579908945787589599,0.4575526003081273,0.5142911711656329,0.37588464250374803,0.38405292427286264,0.013505710210862979,0.013799200377844828,0.0,0.0,0.056738570857505666,0.008168281769114605,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.49476350280005543,0,0,0,False,0,0,0.4575526003081273,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.435689628124237,0,5,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.703063406050205,0.7346272468566895,11.873380281031132,0.4575526003081273,0.4870751252416372,0.4575526003081273,0.45755258144059874,0.48670034237332715,0.4575526003081273
cracker_box_reorient_occ60,1579908945852409410,0.47287911320442694,0.4718082780561856,0.3636587320057691,0.383271000693905,0.01306642755448788,0.013771105499602131,0.0,0.0,-0.0010708351482413558,0.019612268688135925,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.48721377731757853,0,0,0,False,0,0,0.4718082780561856,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.9393032416701317,0,6,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.542202576994896,0.7537072524428368,12.235213071107864,0.47287911320442694,0.47221061445747664,0.47287911320442694,0.47287909300293507,0.47193398805922515,0.4718082780561856
cracker_box_reorient_occ60,1579908945914006044,0.4751187073219209,0.457033763338091,0.37156648208389986,0.3551720037230702,0.01335055669651341,0.012761495456009492,0.0,0.0,-0.018084943983829926,-0.01639447836082969,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5109773894559035,0,0,0,False,0,0,0.457033763338091,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.2278837859630585,0,7,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.481584653258324,0.7385667413473129,12.448035180568695,0.4751187073219209,0.46597289083592897,0.4751187073219209,0.47511870001361406,0.46569693598537637,0.457033763338091
cracker_box_reorient_occ60,1579908945968735449,0.46946133015304387,0.46180467218434484,0.3564542808986644,0.35313198675169005,0.012807568271935741,0.012688196696429477,0.0,0.0,-0.007656657968699021,-0.003322294146974325,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5022768343472759,0,0,0,False,0,0,0.46180467218434484,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.9272873178124428,0,8,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.491438046097755,0.7598130032420158,12.178538367152214,0.46946133015304387,0.464756858975285,0.46946133015304387,0.46946132983232197,0.46456121143838836,0.46180467218434484
cracker_box_reorient_occ60,1579908946026782164,0.46512164637673425,0.4641915302109174,0.3767315914043743,0.35406888921512325,0.01353614147918795,0.012721860038147,0.0,0.0,-0.0009301161658168411,-0.02266270218925104,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5150923599373243,0,0,0,False,0,0,0.4641915302109174,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.1078092977404594,0,9,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.512966498732567,0.7447805255651474,12.365556322038174,0.46512164637673425,0.4641713767097595,0.46512164637673425,0.4651216500892369,0.4641106305484859,0.4641106305484859
cracker_box_reorient_occ60,1579908946086315851,0.44872337423895947,0.46400241143842186,0.3659608522757405,0.37491780073191755,0.013149143807617262,0.013470971135855494,0.0,0.0,0.015279037199462386,0.00895694845617706,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.49411407560143045,0,0,0,False,0,0,0.44872337423895947,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.9620563834905624,0,10,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.493416175246239,0.7450766861438751,12.200549244880676,0.44872337423895947,0.45594520736969024,0.44872337423895947,0.4487233815822853,0.4558458124267897,0.44872337423895947
cracker_box_reorient_occ60,1579908946140737016,0.45822219820065224,0.4499250302298269,0.3708245117161189,0.3795941038271872,0.01332389735574985,0.013638992883278292,0.0,0.0,-0.008297167970825359,0.008769592111068314,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.494308553860109,0,0,0,False,0,0,0.4499250302298269,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.3683467879891396,0,11,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.877675212919712,0.738881528377533,12.984903529286385,0.45822219820065224,0.4531749620760416,0.45822219820065224,0.4582222092577725,0.45316642439172705,0.4499250302298269
cracker_box_reorient_occ60,1579908946193199771,0.5028474498674402,0.4503626533276712,0.3661793420740246,0.37539624751421924,0.013156994247794864,0.01348816195150054,0.0,0.0,-0.05248479653976901,0.009216905440194656,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.4939487914488055,0,0,0,False,0,0,0.4503626533276712,prior,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.1623196080327034,0,12,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.657817892730236,0.7521715015172958,12.572309002280235,0.5028474498674402,0.4767314637983844,0.5028474498674402,0.5028474539727064,0.4771125456042187,0.4503626533276712
cracker_box_reorient_occ60,1579908946254676807,0.4693887331103207,0.5014464408994724,0.36456779780468584,0.3688769562099366,0.013099090711889033,0.013253920779662927,0.0,0.0,0.032057707789151735,0.004309158405250757,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.4971403620621884,0,0,0,False,0,0,0.4693887331103207,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,1.8818322569131851,0,13,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.683980606496334,0.7366780191659927,12.302490882575512,0.4693887331103207,0.48423510633835665,0.4693887331103207,0.4693887526672209,0.48450371849330603,0.4693887331103207
cracker_box_reorient_occ60,1579908946313014841,0.4861424787293873,0.4921498524707434,0.37711711162131023,0.3523747163679518,0.013549993400074328,0.012660987618969135,0.0,0.0,0.00600737374135607,-0.024742395253358418,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.516506114095825,0,0,0,False,0,0,0.4861424787293873,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,2.216638997197151,0,14,cache_read_only_not_online_fps,32fdd06d26764df247b0164387e6061cbe61664ba5aa2aabd173919761ed38aa,cached_perception_v2,0,0,0,,,0,0.0,0,9.46622435003519,0.7507801055908203,12.433643452823162,0.4861424787293873,0.48796423454330917,0.4861424787293873,0.48614246733420396,0.48815704691750506,0.4861424787293873
