episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,output_quality_unverified,both_candidates_bad,local_candidate_oracle_cm,b6_oracle_source,b6_oracle_version,is_blackout,recovery_attempted,observer_source,observer_restart,observer_wall_ms,sam2_frame_wall_ms,sam2_propagated_frames_total,sam2_cached_frames_consumed,sam2_timing_scope,sam2_cache_receipt_sha256,perception_runtime_version,relocalization_attempted,relocalization_generated,relocalization_used,relocalization_raw_error_cm,relocalization_failure_reason,relocalization_cache_hit,relocalization_wall_ms,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
cracker_box_reorient_drop60,1579908945563078571,1.0687340538201162,1.0687340538201162,0.9702490669047624,0.9702490669047624,0.03486150070588549,0.03486150070588549,0.0891009055627426,0.0891009055627426,0.0,0.0,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5,0,0,0,False,0,1,1.0687340538201162,observation,b5_obs_prior_output_hindsight_v1,0,0,precomputed,0,0.0,3.494466654956341,0,1,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,23.810856975615025,5.922756157815456,33.22807978838682,1.0687340538201162,1.0687340538201184,1.0687340538201162,1.0687340538201182,1.0687340538201184,1.0687340538201162
cracker_box_reorient_drop60,1579908945614400461,0.9348708294008343,0.9348708294008343,1.0843303843415713,1.0843303843415713,0.038960495555773904,0.038960495555773904,0.3888888888888889,0.3888888888888889,0.0,0.0,MODE_3_RELOCALIZE,mode3_history_reset,four_mode_relocalization_v2,,0,1,0,False,1,0,0.9348708294008343,policy_output,b5_obs_prior_output_hindsight_v1,0,0,precomputed,1,0.0,2.2536497563123703,0,2,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,1,1,1,0.3787680313525841,,1,31684.134051203728,0,10.80459076911211,31684.134051203728,31697.192291729152,0.9348708294008343,0.9348708294008347,0.9348708294008343,0.9348708294008387,0.3787680313525841,0.3787680313525841
cracker_box_reorient_drop60,1579908945677830271,0.700092436725106,0.3787680313525841,1.231912192407827,1.0407334027789483,0.04426317863125543,0.03739403571019176,0.7946843853820601,0.1346153846153846,-0.32132440537252194,-0.19117878962887858,MODE_2_PRIOR,mode3_history_reset,four_mode_relocalization_v2,1.0,0,0,1,False,0,0,0.3787680313525841,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,14758.421041071415,2.98185832798481,0,3,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,30.62776569277048,1.7195111140608788,14793.750176206231,1.105899158972073,1.024415431058561,1.1387274464846033,1.0262635021731317,0.3787680313525841,0.3787680313525841
cracker_box_reorient_drop60,1579908945726924100,0.6925457090567195,0.3787680064311579,1.0085032904748206,0.9183773875156195,0.036235992769294595,0.032997727114833356,0.0891009055627426,0.0891009055627426,-0.31377770262556165,-0.09012590295920109,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.5231462318102177,0,0,0,False,0,0,0.3787680064311579,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,69.20401565730572,3.193853422999382,0,4,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,14.409041963517666,3.833371214568615,90.64028225839138,0.8911842369568422,1.016123925218513,1.3840557832239484,0.9658768698226436,0.4950242102185342,0.3787680064311579
cracker_box_reorient_drop60,1579908945787589599,1.224946027334342,0.6777955073248063,1.4126879579546656,1.068929992899208,0.05075853605357462,0.038407152321080995,0.7946843853820601,0.24242424242424243,-0.5471505200095357,-0.34375796505545764,MODE_2_PRIOR,mode3_history_reset,four_mode_relocalization_v2,1.0,0,0,0,False,0,0,0.6777955073248063,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,55.15987891703844,3.846270963549614,0,5,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,31.359732151031494,1.8327906727790833,92.19867270439863,1.289444604568392,1.0663181072280317,1.6143124230223116,1.0012349793986868,0.6777955073248063,0.6777955073248063
cracker_box_reorient_drop60,1579908945852409410,1.0137303558969977,0.8731029585749448,1.4098367560933633,1.1907482086843946,0.05065609104322536,0.042784137530799154,0.7946843853820601,0.7946843853820601,-0.14062739732205287,-0.21908854740896877,MODE_3_RELOCALIZE,mode3_history_reset,four_mode_relocalization_v2,,0,1,0,False,1,0,0.8731029585749448,policy_output,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,1,58.31219535320997,2.1004602313041687,0,6,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,1,1,1,0.38208227221829544,,1,2468.2221533730626,0,12.972884811460972,2468.2221533730626,2541.6076937690377,1.1064696998533619,1.2004264735545311,1.8199013701070441,1.1064697395202383,0.38208227221829544,0.38208227221829544
cracker_box_reorient_drop60,1579908945914006044,0.4466865097633578,0.38208227221829544,0.7619304546794322,0.8081597540623465,0.027376515978911994,0.029037556229341063,0.0891009055627426,0.0891009055627426,-0.06460423754506234,0.04622929938291431,MODE_4_TRUSTED_FUSION,mode3_history_reset,four_mode_relocalization_v2,0.4854633092107727,0,0,1,False,0,0,0.38208227221829544,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,73.53046163916588,1.8845321610569954,0,7,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,21.098795346915722,2.5181472301483154,99.03193637728691,1.1258989409978537,1.2106330004563655,1.9994859872826096,1.1711556066490416,0.3852332711874174,0.38208227221829544
cracker_box_reorient_drop60,1579908945968735449,0.735582234558502,0.4514393060903481,1.1590640704577935,0.9773044357221103,0.04164571169270407,0.03511500339235641,0.7946843853820601,0.0891009055627426,-0.2841429284681539,-0.18175963473568313,MODE_2_PRIOR,mode3_history_reset,four_mode_relocalization_v2,1.0,0,0,0,False,0,0,0.4514393060903481,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,41.90039075911045,4.150534979999065,0,8,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,19.8213467374444,1.807868480682373,67.68014095723629,1.349114603562797,1.2870475215151789,2.161521430302796,1.2400110212257365,0.4514393060903481,0.4514393060903481
cracker_box_reorient_drop60,1579908946026782164,0.7331751103179,0.5243185005950293,1.1240427060103526,0.9517015021106235,0.04038737776273661,0.034195078067391166,0.66,0.0891009055627426,-0.20885660972287068,-0.17234120389972907,MODE_2_PRIOR,mode3_history_reset,four_mode_relocalization_v2,1.0,0,0,0,False,0,0,0.5243185005950293,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,53.79323661327362,2.1452289074659348,0,9,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,21.128613501787186,1.9761947914958,79.04327381402254,1.1823395054054842,1.230168698450702,2.3182807157417398,1.242140922553076,0.5243185005950293,0.5243185005950293
cracker_box_reorient_drop60,1579908946086315851,0.9791784700944532,0.6018542626769448,1.107796308060069,1.040270371531498,0.03980363712032742,0.03737739878189114,0.5121951219512195,0.12499999999999999,-0.3773242074175085,-0.06752593652857097,MODE_2_PRIOR,mode3_history_reset,four_mode_relocalization_v2,1.0,0,0,0,False,0,0,0.6018542626769448,prior,b5_obs_prior_output_hindsight_v1,0,0,restarted_se3,0,61.5215552970767,2.1782629191875458,0,10,cache_read_only_not_online_fps,176429ed17e5874e604a78a10adb43170793b4bb9130fb6b7e2ad584e69e04b4,cached_perception_v2,0,0,0,,,0,0.0,0,17.72130187600851,2.9981713742017746,84.41929146647453,1.3913508682286517,1.2807323663863688,2.4672502342061597,1.3118042954520928,0.6018542626769448,0.6018542626769448
