episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
mustard0_black10,0,0.09157928871336314,0.09157928871336314,0.29511421792146797,0.29511421792146797,0.01315007906419918,0.01315007906419918,0.0,0.0,0.0,0.0,MODE_1_ACCEPT,0.09157928871336314,0.09157928871336332,0.09157928871336314,0.09157928871335792,0.09157928871336314,0.09157928871336314
mustard0_black10,1,0.08144641135094127,0.08144641135094127,0.3073711998817661,0.3073711998817661,0.01369624143821694,0.01369624143821694,0.0,0.0,0.0,0.0,MODE_1_ACCEPT,0.08144641135094127,0.08144641135093778,0.08144641135094127,0.08144641135093379,0.08144641135094127,0.08144641135094127
mustard0_black10,2,0.045397157107385476,0.07128353756847836,0.3010133144413591,0.29733309730227914,0.013412938597671583,0.013248950746821237,0.0,0.0,0.02588638046109288,-0.0036802171390799554,MODE_1_ACCEPT,0.045397157107385476,0.05329754225357317,0.045397157107385476,0.045399843401635956,0.045397157107385476,0.045397157107385476
mustard0_black10,3,0.0654339406867793,0.07654549826669692,0.3068211992336731,0.2984722408775059,0.013671733801618732,0.013299710172053987,0.0,0.0,0.011111557579917622,-0.008348958356167224,MODE_1_ACCEPT,0.0654339406867793,0.04264516463636394,0.0654339406867793,0.06543044199133642,0.0654339406867793,0.0654339406867793
mustard0_black10,4,0.0629877642743384,0.08999890199519332,0.3083087422340988,0.3111699823538128,0.013738017656746983,0.013865512475739103,0.0,0.0,0.027011137720854922,0.0028612401197140036,MODE_1_ACCEPT,0.0629877642743384,0.05572092969154663,0.0629877642743384,0.06298685760174137,0.0629877642743384,0.0629877642743384
mustard0_black10,8,0.08013953293931902,0.13937005775166833,0.29407915179455724,0.2875024100767779,0.013103957255831503,0.012810902335662833,0.0,0.0,0.059230524812349306,-0.006576741717779333,MODE_1_ACCEPT,0.08013953293931902,0.08004236277310994,0.08013953293931902,0.0801260160357882,0.08013953293931902,0.08013953293931902
mustard0_black10,10,0.052738737644829024,0.11413371784247733,0.30579025087929707,0.3039433567180369,0.013625795478258254,0.013543499191705763,0.0,0.0,0.06139498019764831,-0.0018468941612601597,MODE_1_ACCEPT,0.052738737644829024,0.0701904940091172,0.052738737644829024,0.05273993445694704,0.052738737644829024,0.052738737644829024
mustard0_black10,14,0.06554749159180616,0.05772449596294406,0.3017394425933705,0.3024239606753181,0.013445294350223742,0.0134757959877317,0.0,0.0,-0.0078229956288621,0.0006845180819476382,MODE_1_ACCEPT,0.06554749159180616,0.06717836560517991,0.06554749159180616,0.0655438167079211,0.06554749159180616,0.05772449596294406
mustard0_black10,19,0.07528624224383242,0.10409912608669812,0.3033594268121218,0.30240877928513915,0.013517479691578604,0.013475119515813254,0.0,0.0,0.028812883842865705,-0.0009506475269826509,MODE_1_ACCEPT,0.07528624224383242,0.08203001450020478,0.07528624224383242,0.07529038055553966,0.07528624224383242,0.07528624224383242
mustard0_black10,20,0.056663662415387936,0.06572967143441517,0.3171368345558486,0.3165729475724723,0.014131391154082013,0.014106264752287828,0.0,0.0,0.009066009019027238,-0.0005638869833763382,MODE_1_ACCEPT,0.056663662415387936,0.055797031645460196,0.056663662415387936,0.05666766470650323,0.056663662415387936,0.056663662415387936
