episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
mustard0_black10_4,0,0.0916147471339211,0.0916147471339211,0.29509378415645016,0.29509378415645016,0.013149168550204102,0.013149168550204102,0.0,0.0,0.0,0.0,MODE_1_ACCEPT,0.0916147471339211,0.09161474713391675,0.0916147471339211,0.0916147471339162,0.0916147471339211,0.0916147471339211
mustard0_black10_4,1,0.08279664913761017,0.08279664913761017,0.3089709480817862,0.3089709480817862,0.013767525077010217,0.013767525077010217,0.0,0.0,0.0,0.0,MODE_1_ACCEPT,0.08279664913761017,0.08279664913761053,0.08279664913761017,0.08279664913761474,0.08279664913761017,0.08279664913761017
mustard0_black10_4,2,0.043646313556803484,0.06960089834226778,0.3000813081247288,0.2989795792168388,0.013371409060943931,0.013322316806602185,0.0,0.0,0.025954584785464294,-0.001101728907889954,MODE_1_ACCEPT,0.043646313556803484,0.05199810561061722,0.043646313556803484,0.04364945435723312,0.043646313556803484,0.043646313556803484
mustard0_black10_4,3,0.06983978133962121,0.07538261019430313,0.30616646572806,0.3002309665941727,0.013642559343588778,0.013378077735600395,0.0,0.0,0.005542828854681922,-0.005935499133887301,MODE_1_ACCEPT,0.06983978133962121,0.042660872536578624,0.06983978133962121,0.06983518012451095,0.06983978133962121,0.06983978133962121
mustard0_black10_4,4,0.08561811003194868,0.10019540558352427,0.3090108759842273,0.31555794579382707,0.013769304235864933,0.014061036996968226,0.0,0.0,0.014577295551575595,0.006547069809599793,MODE_1_ACCEPT,0.08561811003194868,0.06534219631326085,0.08561811003194868,0.08561750689685924,0.08561811003194868,0.08561811003194868
mustard0_black10_4,8,0.10708689808566223,0.16908942364647073,0.2977588786637056,0.288964805313102,0.013267923260603377,0.012876065624359032,0.0,0.0,0.0620025255608085,-0.008794073350603615,MODE_1_ACCEPT,0.10708689808566223,0.10102440817643064,0.10708689808566223,0.10707064479528561,0.10708689808566223,0.10708689808566223
mustard0_black10_4,10,0.0798019203190065,0.15041482792954988,0.30619328339605095,0.30039063433589136,0.0136437543197471,0.013385192416290435,0.0,0.0,0.07061290761054338,-0.005802649060159593,MODE_1_ACCEPT,0.0798019203190065,0.09922935980800109,0.0798019203190065,0.07979418202071416,0.0798019203190065,0.0798019203190065
mustard0_black10_4,14,0.09860311389122503,0.08718425804827831,0.29797844567470405,0.30100150291230887,0.013277707010010149,0.013412412284361524,0.0,0.0,-0.011418855842946718,0.0030230572376048204,MODE_1_ACCEPT,0.09860311389122503,0.1071013211649183,0.09860311389122503,0.0985952551112999,0.09860311389122503,0.08718425804827831
mustard0_black10_4,19,0.10005577226116205,0.13531803902424017,0.30326841041728353,0.3117829276502381,0.013513424065940872,0.013892824880972541,0.0,0.0,0.035262266763078115,0.008514517232954544,MODE_1_ACCEPT,0.10005577226116205,0.11464737600319286,0.10005577226116205,0.10004838274955183,0.10005577226116205,0.10005577226116205
mustard0_black10_4,20,0.10502940363768926,0.11012427128270959,0.3110271031344482,0.31016823150834477,0.013859145879630962,0.01382087517255082,0.0,0.0,0.005094867645020332,-0.0008588716261034302,MODE_1_ACCEPT,0.10502940363768926,0.0990105782605344,0.10502940363768926,0.10501364100184446,0.10502940363768926,0.10502940363768926
