episode,frame_id,E_obs_cm,E_prior_cm,E_obs_hat_cm,E_prior_hat_cm,e_obs_hat_norm,e_prior_hat_norm,p_obs_risk,p_prior_risk,delta_E_gt_cm,delta_E_hat_cm,selected_mode,policy_variant,policy_version,fusion_alpha,forced_streak_reset,motion_history_reset,restart_zero_velocity_prior,output_uncertain,both_candidates_bad,local_candidate_oracle_cm,is_blackout,recovery_attempted,sam2_cache_hit,quality_wall_ms,transition_wall_ms,policy_wall_ms,error_b1_obs_cm,error_b2_cm,error_b3_cm,error_b4_cm,error_b5_ours_cm,error_b6_oracle_cm
cracker_box_yalehand0_black10_2,0,1.068197951037785,1.068197951037785,14.065080618997962,14.065080618997962,0.5053648951106526,0.5053648951106526,0.9985082048731975,0.9985082048731975,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.068197951037785,0,0,0,14.518573880195618,5.058518145233393,19.57709202542901,1.068197951037785,1.0681979510377886,1.068197951037785,1.0681979510377886,1.0681979510377886,1.068197951037785
cracker_box_yalehand0_black10_2,1,1.8530852918336418,1.8530852918336418,17.53056871690958,17.53056871690958,0.6298814959428412,0.6298814959428412,0.9985082048731975,0.9985082048731975,0.0,0.0,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.5,0,0,0,True,1,1.8530852918336418,0,0,0,14.240863732993603,0.9981770999729633,15.239040832966566,1.8530852918336418,1.8530852918336413,1.8530852918336418,1.8530852918336418,1.8530852918336413,1.8530852918336418
cracker_box_yalehand0_black10_2,2,2.6175516907409113,2.6899610017720037,18.075703593875232,20.162976726140553,0.649468445878044,0.7244651413203553,0.9985082048731975,0.9985082048731975,0.07240931103109238,2.08727313226532,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.47272157436160545,0,0,0,True,1,2.6175516907409113,0,0,0,18.570052925497293,1.9482863135635853,20.51833923906088,2.6175516907409113,2.6497673249453317,2.6899610017720144,2.6175673461174047,2.647846258273865,2.6175516907409113
cracker_box_yalehand0_black10_2,3,3.408948700077026,3.3970755372549686,19.954442546185543,20.366317606505017,0.7169724111444897,0.731771273824018,0.9985082048731975,0.9985082048731975,-0.011873162822057637,0.4118750603194741,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4948950508274941,0,0,0,True,1,3.3970755372549686,0,0,0,14.56620404496789,1.7363140359520912,16.30251808091998,3.408948700077026,3.3988120657974195,3.467421401765881,3.4089819917375337,3.3979110133758264,3.366991897699343
cracker_box_yalehand0_black10_2,4,4.4333576768181375,4.33765399685612,22.569922898950534,21.92453000343267,0.810947837943943,0.7877585707236757,0.9985082048731975,0.9985082048731975,-0.09570367996201767,-0.6453928955178654,MODE_2_UNCERTAINTY_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.6,0,0,0,True,1,4.33765399685612,0,0,0,11.985593941062689,0.9269360452890396,12.912529986351728,4.4333576768181375,4.3806559469639845,4.333074112512893,4.433435794280098,4.371282767459097,4.282933742107567
cracker_box_yalehand0_black10_2,5,5.580888890234,5.487546574330611,23.43275607810523,23.892267779929913,0.8419498357918991,0.8584603051795457,0.9985082048731975,0.9985082048731975,-0.09334231590338948,0.4595117018246846,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4951472017080133,0,0,0,True,1,5.487546574330611,0,0,0,11.801891960203648,0.9033032692968845,12.705195229500532,5.580888890234,5.543720467289893,5.370162415755286,5.58100635877925,5.532760316361837,5.2938196726031626
cracker_box_yalehand0_black10_2,6,6.49455733589444,6.694863336886314,24.653789084347093,24.778236690491987,0.8858221201990414,0.8902935806285848,0.9985082048731975,0.9985082048731975,0.20030600099187446,0.12444760614489425,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.49874173399173255,0,0,0,True,1,6.49455733589444,0,0,0,11.064167134463787,0.8885622955858707,11.952729430049658,6.49455733589444,6.597334749423515,6.573108837161241,6.514329852332812,6.592486977474834,6.3568335205156
cracker_box_yalehand0_black10_2,7,7.079216786423598,7.621580200717933,24.883668193262313,25.02113926946327,0.8940817836102951,0.8990211833824661,0.9985082048731975,0.9985082048731975,0.5423634142943348,0.13747107620095633,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4986232187645031,0,0,0,True,1,7.079216786423598,0,0,0,11.310865171253681,0.9847828187048435,12.295647989958525,7.079216786423598,7.3480984625005785,7.883878816208306,7.079405174046993,7.346972213357721,7.079216786423598
cracker_box_yalehand0_black10_2,8,7.694993978715361,8.117632360289189,25.888449421694048,26.37232605583411,0.9301840409574508,0.9475699537071005,0.9985082048731975,0.9985082048731975,0.4226383815738277,0.48387663414006354,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.4953723273065445,0,0,0,True,1,7.694993978715361,0,0,0,11.928247287869453,2.2012097761034966,14.12945706397295,7.694993978715361,7.8946869515572216,9.258440219692462,7.692988353170617,7.892199158237717,7.694993978715361
cracker_box_yalehand0_black10_2,9,8.478580632839005,8.466185623789956,25.482411847476346,27.425049894706763,0.9155949218713967,0.9853948113686888,0.9985082048731975,1.0,-0.012395009049049222,1.9426380472304174,MODE_3_UNCERTAIN_FUSION,no_rollout,relative_quality_restart_v1_1_development,0.48164810872006986,0,0,0,True,1,8.466185623789956,0,0,0,11.615952011197805,0.9976942092180252,12.61364622041583,8.478580632839005,8.476892984368318,10.667263086041565,8.478838558917941,8.474445816702817,8.355838475472215
